C/A,UNIT,SCP,STATION, LINENAME, DIVISION, DATEn,TIMEn,DESCn,ENTRIESn,EXITSn
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,05/27/2017,09:00:00,REGULAR,0871675833,0871423374                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,05/27/2017,13:00:00,REGULAR,0871676022,0871423394                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,05/27/2017,17:00:00,REGULAR,0871676317,0871423430                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,05/27/2017,21:00:00,REGULAR,0871676557,0871423477                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,05/28/2017,01:00:00,REGULAR,0871676671,0871423490                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,05/28/2017,05:00:00,REGULAR,0871676678,0871423492                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,05/28/2017,09:00:00,REGULAR,0871676701,0871423498                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,05/28/2017,13:00:00,REGULAR,0871676861,0871423540                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,05/28/2017,17:00:00,REGULAR,0871677166,0871423565                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,05/28/2017,21:00:00,REGULAR,0871677463,0871423589                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,05/29/2017,01:00:00,REGULAR,0871677520,0871423604                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,05/29/2017,05:00:00,REGULAR,0871677528,0871423605                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,05/29/2017,09:00:00,REGULAR,0871677558,0871423614                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,05/29/2017,13:00:00,REGULAR,0871677669,0871423636                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,05/29/2017,17:00:00,REGULAR,0871677904,0871423671                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,05/29/2017,21:00:00,REGULAR,0871678037,0871423692                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,05/30/2017,01:00:00,REGULAR,0871678075,0871423699                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,05/30/2017,05:00:00,REGULAR,0871678082,0871423699                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,05/30/2017,09:00:00,REGULAR,0871678283,0871423807                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,05/30/2017,13:00:00,REGULAR,0871678469,0871423859                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,05/30/2017,17:00:00,REGULAR,0871678685,0871423889                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,05/30/2017,21:00:00,REGULAR,0871679112,0871423951                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,05/31/2017,01:00:00,REGULAR,0871679136,0871423958                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,05/31/2017,05:00:00,REGULAR,0871679142,0871423958                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,05/31/2017,09:00:00,REGULAR,0871679335,0871424067                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,05/31/2017,13:00:00,REGULAR,0871679539,0871424126                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,05/31/2017,17:00:00,REGULAR,0871679734,0871424146                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,05/31/2017,21:00:00,REGULAR,0871680146,0871424200                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,06/01/2017,01:00:00,REGULAR,0871680190,0871424211                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,06/01/2017,05:00:00,REGULAR,0871680198,0871424211                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,06/01/2017,09:00:00,REGULAR,0871680402,0871424341                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,06/01/2017,13:00:00,REGULAR,0871680616,0871424422                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,06/01/2017,17:00:00,REGULAR,0871680842,0871424457                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,06/01/2017,21:00:00,REGULAR,0871681262,0871424520                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,06/02/2017,01:00:00,REGULAR,0871681318,0871424533                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,06/02/2017,05:00:00,REGULAR,0871681326,0871424534                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,06/02/2017,09:00:00,REGULAR,0871681505,0871424651                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,06/02/2017,13:00:00,REGULAR,0871681694,0871424720                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,06/02/2017,17:00:00,REGULAR,0871681954,0871424755                                         
A049,R088,02-00-03,CORTLANDT ST,RNW,BMT,06/02/2017,21:00:00,REGULAR,0871682254,0871424791                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,05/27/2017,01:00:00,REGULAR,0000349098,0000767330                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,05/27/2017,05:00:00,REGULAR,0000349111,0000767343                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,05/27/2017,09:00:00,REGULAR,0000349155,0000767400                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,05/27/2017,13:00:00,REGULAR,0000349316,0000767806                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,05/27/2017,17:00:00,REGULAR,0000349515,0000768406                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,05/27/2017,21:00:00,REGULAR,0000349720,0000768897                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,05/28/2017,01:00:00,REGULAR,0000349803,0000769077                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,05/28/2017,05:00:00,REGULAR,0000349804,0000769090                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,05/28/2017,09:00:00,REGULAR,0000349822,0000769137                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,05/28/2017,13:00:00,REGULAR,0000349933,0000769586                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,05/28/2017,17:00:00,REGULAR,0000350127,0000770189                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,05/28/2017,21:00:00,REGULAR,0000350317,0000770662                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,05/29/2017,01:00:00,REGULAR,0000350390,0000770821                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,05/29/2017,05:00:00,REGULAR,0000350391,0000770830                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,05/29/2017,09:00:00,REGULAR,0000350424,0000770888                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,05/29/2017,13:00:00,REGULAR,0000350525,0000771363                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,05/29/2017,17:00:00,REGULAR,0000350715,0000771823                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,05/29/2017,21:00:00,REGULAR,0000350921,0000772073                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,05/30/2017,01:00:00,REGULAR,0000350970,0000772161                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,05/30/2017,05:00:00,REGULAR,0000350975,0000772164                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,05/30/2017,09:00:00,REGULAR,0000351138,0000772492                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,05/30/2017,13:00:00,REGULAR,0000351282,0000772965                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,05/30/2017,17:00:00,REGULAR,0000351512,0000773328                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,05/30/2017,21:00:00,REGULAR,0000351969,0000773967                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,05/31/2017,01:00:00,REGULAR,0000352055,0000774041                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,05/31/2017,05:00:00,REGULAR,0000352062,0000774041                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,05/31/2017,09:00:00,REGULAR,0000352207,0000774462                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,05/31/2017,13:00:00,REGULAR,0000352338,0000774894                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,05/31/2017,17:00:00,REGULAR,0000352558,0000775244                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,05/31/2017,21:00:00,REGULAR,0000353014,0000775938                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,06/01/2017,01:00:00,REGULAR,0000353113,0000776058                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,06/01/2017,05:00:00,REGULAR,0000353116,0000776062                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,06/01/2017,09:00:00,REGULAR,0000353249,0000776396                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,06/01/2017,13:00:00,REGULAR,0000353391,0000776836                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,06/01/2017,17:00:00,REGULAR,0000353585,0000777189                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,06/01/2017,21:00:00,REGULAR,0000354034,0000777751                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,06/02/2017,01:00:00,REGULAR,0000354112,0000777865                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,06/02/2017,05:00:00,REGULAR,0000354124,0000777870                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,06/02/2017,09:00:00,REGULAR,0000354270,0000778251                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,06/02/2017,13:00:00,REGULAR,0000354404,0000778651                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,06/02/2017,17:00:00,REGULAR,0000354624,0000779045                                         
A049,R088,02-01-00,CORTLANDT ST,RNW,BMT,06/02/2017,21:00:00,REGULAR,0000354968,0000779623                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,05/27/2017,01:00:00,REGULAR,0000364325,0001095358                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,05/27/2017,05:00:00,REGULAR,0000364335,0001095392                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,05/27/2017,09:00:00,REGULAR,0000364398,0001095487                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,05/27/2017,13:00:00,REGULAR,0000364524,0001095988                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,05/27/2017,17:00:00,REGULAR,0000364707,0001096624                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,05/27/2017,21:00:00,REGULAR,0000364901,0001097222                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,05/28/2017,01:00:00,REGULAR,0000364996,0001097450                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,05/28/2017,05:00:00,REGULAR,0000365001,0001097483                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,05/28/2017,09:00:00,REGULAR,0000365037,0001097538                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,05/28/2017,13:00:00,REGULAR,0000365159,0001098056                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,05/28/2017,17:00:00,REGULAR,0000365326,0001098723                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,05/28/2017,21:00:00,REGULAR,0000365495,0001099252                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,05/29/2017,01:00:00,REGULAR,0000365588,0001099507                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,05/29/2017,05:00:00,REGULAR,0000365596,0001099527                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,05/29/2017,09:00:00,REGULAR,0000365635,0001099611                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,05/29/2017,13:00:00,REGULAR,0000365737,0001100136                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,05/29/2017,17:00:00,REGULAR,0000365895,0001100693                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,05/29/2017,21:00:00,REGULAR,0000366068,0001101051                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,05/30/2017,01:00:00,REGULAR,0000366137,0001101202                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,05/30/2017,05:00:00,REGULAR,0000366145,0001101211                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,05/30/2017,09:00:00,REGULAR,0000366372,0001101749                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,05/30/2017,13:00:00,REGULAR,0000366523,0001102409                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,05/30/2017,17:00:00,REGULAR,0000366728,0001103011                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,05/30/2017,21:00:00,REGULAR,0000367307,0001103777                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,05/31/2017,01:00:00,REGULAR,0000367374,0001103954                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,05/31/2017,05:00:00,REGULAR,0000367379,0001103963                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,05/31/2017,09:00:00,REGULAR,0000367609,0001104541                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,05/31/2017,13:00:00,REGULAR,0000367740,0001105192                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,05/31/2017,17:00:00,REGULAR,0000367955,0001105749                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,05/31/2017,21:00:00,REGULAR,0000368576,0001106490                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,06/01/2017,01:00:00,REGULAR,0000368687,0001106695                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,06/01/2017,05:00:00,REGULAR,0000368697,0001106704                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,06/01/2017,09:00:00,REGULAR,0000368938,0001107205                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,06/01/2017,13:00:00,REGULAR,0000369089,0001107924                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,06/01/2017,17:00:00,REGULAR,0000369283,0001108513                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,06/01/2017,21:00:00,REGULAR,0000369805,0001109369                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,06/02/2017,01:00:00,REGULAR,0000369904,0001109582                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,06/02/2017,05:00:00,REGULAR,0000369911,0001109594                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,06/02/2017,09:00:00,REGULAR,0000370144,0001110103                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,06/02/2017,13:00:00,REGULAR,0000370282,0001110724                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,06/02/2017,17:00:00,REGULAR,0000370536,0001111298                                         
A049,R088,02-01-01,CORTLANDT ST,RNW,BMT,06/02/2017,21:00:00,REGULAR,0000370973,0001112049                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,05/27/2017,01:00:00,REGULAR,0000507498,0000883355                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,05/27/2017,05:00:00,REGULAR,0000507504,0000883393                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,05/27/2017,09:00:00,REGULAR,0000507556,0000883494                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,05/27/2017,13:00:00,REGULAR,0000507652,0000884089                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,05/27/2017,17:00:00,REGULAR,0000507812,0000884808                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,05/27/2017,21:00:00,REGULAR,0000508017,0000885369                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,05/28/2017,01:00:00,REGULAR,0000508128,0000885638                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,05/28/2017,05:00:00,REGULAR,0000508130,0000885686                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,05/28/2017,09:00:00,REGULAR,0000508161,0000885765                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,05/28/2017,13:00:00,REGULAR,0000508299,0000886333                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,05/28/2017,17:00:00,REGULAR,0000508513,0000887083                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,05/28/2017,21:00:00,REGULAR,0000508711,0000887588                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,05/29/2017,01:00:00,REGULAR,0000508807,0000887835                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,05/29/2017,05:00:00,REGULAR,0000508813,0000887861                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,05/29/2017,09:00:00,REGULAR,0000508852,0000887943                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,05/29/2017,13:00:00,REGULAR,0000508951,0000888548                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,05/29/2017,17:00:00,REGULAR,0000509112,0000889128                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,05/29/2017,21:00:00,REGULAR,0000509338,0000889499                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,05/30/2017,01:00:00,REGULAR,0000509418,0000889667                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,05/30/2017,05:00:00,REGULAR,0000509423,0000889676                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,05/30/2017,09:00:00,REGULAR,0000509820,0000890009                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,05/30/2017,13:00:00,REGULAR,0000510075,0000890663                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,05/30/2017,17:00:00,REGULAR,0000510464,0000891152                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,05/30/2017,21:00:00,REGULAR,0000511461,0000891609                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,05/31/2017,01:00:00,REGULAR,0000511586,0000891765                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,05/31/2017,05:00:00,REGULAR,0000511593,0000891769                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,05/31/2017,09:00:00,REGULAR,0000512034,0000892118                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,05/31/2017,13:00:00,REGULAR,0000512270,0000892739                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,05/31/2017,17:00:00,REGULAR,0000512638,0000893177                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,05/31/2017,21:00:00,REGULAR,0000513491,0000893551                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,06/01/2017,01:00:00,REGULAR,0000513611,0000893747                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,06/01/2017,05:00:00,REGULAR,0000513622,0000893755                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,06/01/2017,09:00:00,REGULAR,0000514006,0000894157                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,06/01/2017,13:00:00,REGULAR,0000514240,0000894805                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,06/01/2017,17:00:00,REGULAR,0000514590,0000895278                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,06/01/2017,21:00:00,REGULAR,0000515533,0000895650                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,06/02/2017,01:00:00,REGULAR,0000515669,0000895848                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,06/02/2017,05:00:00,REGULAR,0000515676,0000895861                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,06/02/2017,09:00:00,REGULAR,0000516019,0000896195                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,06/02/2017,13:00:00,REGULAR,0000516239,0000896706                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,06/02/2017,17:00:00,REGULAR,0000516643,0000897197                                         
A049,R088,02-01-02,CORTLANDT ST,RNW,BMT,06/02/2017,21:00:00,REGULAR,0000517379,0000897669                                         
A049,R088,02-03-00,CORTLANDT ST,RNW,BMT,05/27/2017,01:00:00,REGULAR,0000399713,0000114842                                         
A049,R088,02-03-00,CORTLANDT ST,RNW,BMT,05/27/2017,05:00:00,REGULAR,0000399717,0000114844                                         
A049,R088,02-03-00,CORTLANDT ST,RNW,BMT,05/27/2017,09:00:00,REGULAR,0000399764,0000114857                                         
A049,R088,02-03-00,CORTLANDT ST,RNW,BMT,05/27/2017,13:00:00,REGULAR,0000399963,0000114894                                         
A049,R088,02-03-00,CORTLANDT ST,RNW,BMT,05/27/2017,17:00:00,REGULAR,0000400243,0000114962                                         
A049,R088,02-03-00,CORTLANDT ST,RNW,BMT,05/27/2017,21:00:00,REGULAR,0000400535,0000115014                                         
A049,R088,02-03-00,CORTLANDT ST,RNW,BMT,05/28/2017,01:00:00,REGULAR,0000400630,0000115034                                         
A049,R088,02-03-00,CORTLANDT ST,RNW,BMT,05/28/2017,05:00:00,REGULAR,0000400632,0000115035                                         
A049,R088,02-03-00,CORTLANDT ST,RNW,BMT,05/28/2017,09:00:00,REGULAR,0000400652,0000115039                                         
A049,R088,02-03-00,CORTLANDT ST,RNW,BMT,05/28/2017,13:00:00,REGULAR,0000400813,0000115074                                         
A049,R088,02-03-00,CORTLANDT ST,RNW,BMT,05/28/2017,17:00:00,REGULAR,0000401124,0000115127                                         
A049,R088,02-03-00,CORTLANDT ST,RNW,BMT,05/28/2017,21:00:00,REGULAR,0000401426,0000115185                                         
A049,R088,02-03-00,CORTLANDT ST,RNW,BMT,05/29/2017,01:00:00,REGULAR,0000401501,0000115203                                         
A049,R088,02-03-00,CORTLANDT ST,RNW,BMT,05/29/2017,05:00:00,REGULAR,0000401503,0000115204                                         
A049,R088,02-03-00,CORTLANDT ST,RNW,BMT,05/29/2017,09:00:00,REGULAR,0000401530,0000115211                                         
A049,R088,02-03-00,CORTLANDT ST,RNW,BMT,05/29/2017,13:00:00,REGULAR,0000401672,0000115240                                         
A049,R088,02-03-00,CORTLANDT ST,RNW,BMT,05/29/2017,17:00:00,REGULAR,0000401926,0000115300                                         
A049,R088,02-03-00,CORTLANDT ST,RNW,BMT,05/29/2017,21:00:00,REGULAR,0000402139,0000115342                                         
A049,R088,02-03-00,CORTLANDT ST,RNW,BMT,05/30/2017,01:00:00,REGULAR,0000402205,0000115359                                         
A049,R088,02-03-00,CORTLANDT ST,RNW,BMT,05/30/2017,05:00:00,REGULAR,0000402208,0000115361                                         
A049,R088,02-03-00,CORTLANDT ST,RNW,BMT,05/30/2017,09:00:00,REGULAR,0000402426,0000115465                                         
A049,R088,02-03-00,CORTLANDT ST,RNW,BMT,05/30/2017,13:00:00,REGULAR,0000402670,0000115508                                         
A049,R088,02-03-00,CORTLANDT ST,RNW,BMT,05/30/2017,17:00:00,REGULAR,0000402941,0000115560                                         
A049,R088,02-03-00,CORTLANDT ST,RNW,BMT,05/30/2017,21:00:00,REGULAR,0000403590,0000115642                                         
A049,R088,02-03-00,CORTLANDT ST,RNW,BMT,05/31/2017,01:00:00,REGULAR,0000403651,0000115650                                         
A049,R088,02-03-00,CORTLANDT ST,RNW,BMT,05/31/2017,05:00:00,REGULAR,0000403656,0000115650                                         
A049,R088,02-03-00,CORTLANDT ST,RNW,BMT,05/31/2017,09:00:00,REGULAR,0000403891,0000115736                                         
A049,R088,02-03-00,CORTLANDT ST,RNW,BMT,05/31/2017,13:00:00,REGULAR,0000404145,0000115795                                         
A049,R088,02-03-00,CORTLANDT ST,RNW,BMT,05/31/2017,17:00:00,REGULAR,0000404443,0000115848                                         
A049,R088,02-03-00,CORTLANDT ST,RNW,BMT,05/31/2017,21:00:00,REGULAR,0000405070,0000115928                                         
A049,R088,02-03-00,CORTLANDT ST,RNW,BMT,06/01/2017,01:00:00,REGULAR,0000405146,0000115942                                         
A049,R088,02-03-00,CORTLANDT ST,RNW,BMT,06/01/2017,05:00:00,REGULAR,0000405155,0000115942                                         
A049,R088,02-03-00,CORTLANDT ST,RNW,BMT,06/01/2017,09:00:00,REGULAR,0000405365,0000116017                                         
A049,R088,02-03-00,CORTLANDT ST,RNW,BMT,06/01/2017,13:00:00,REGULAR,0000405625,0000116087                                         
A049,R088,02-03-00,CORTLANDT ST,RNW,BMT,06/01/2017,17:00:00,REGULAR,0000405925,0000116151                                         
A049,R088,02-03-00,CORTLANDT ST,RNW,BMT,06/01/2017,21:00:00,REGULAR,0000406531,0000116242                                         
A049,R088,02-03-00,CORTLANDT ST,RNW,BMT,06/02/2017,01:00:00,REGULAR,0000406616,0000116261                                         
A049,R088,02-03-00,CORTLANDT ST,RNW,BMT,06/02/2017,05:00:00,REGULAR,0000406624,0000116261                                         
A049,R088,02-03-00,CORTLANDT ST,RNW,BMT,06/02/2017,09:00:00,REGULAR,0000406808,0000116316                                         
A049,R088,02-03-00,CORTLANDT ST,RNW,BMT,06/02/2017,13:00:00,REGULAR,0000407054,0000116370                                         
A049,R088,02-03-00,CORTLANDT ST,RNW,BMT,06/02/2017,17:00:00,REGULAR,0000407436,0000116459                                         
A049,R088,02-03-00,CORTLANDT ST,RNW,BMT,06/02/2017,21:00:00,REGULAR,0000407902,0000116515                                         
A049,R088,02-03-01,CORTLANDT ST,RNW,BMT,05/27/2017,01:00:00,REGULAR,0000277111,0000087292                                         
A049,R088,02-03-01,CORTLANDT ST,RNW,BMT,05/27/2017,05:00:00,REGULAR,0000277115,0000087295                                         
A049,R088,02-03-01,CORTLANDT ST,RNW,BMT,05/27/2017,09:00:00,REGULAR,0000277141,0000087302                                         
A049,R088,02-03-01,CORTLANDT ST,RNW,BMT,05/27/2017,13:00:00,REGULAR,0000277288,0000087321                                         
A049,R088,02-03-01,CORTLANDT ST,RNW,BMT,05/27/2017,17:00:00,REGULAR,0000277577,0000087374                                         
A049,R088,02-03-01,CORTLANDT ST,RNW,BMT,05/27/2017,21:00:00,REGULAR,0000277838,0000087402                                         
A049,R088,02-03-01,CORTLANDT ST,RNW,BMT,05/28/2017,01:00:00,REGULAR,0000277929,0000087416                                         
A049,R088,02-03-01,CORTLANDT ST,RNW,BMT,05/28/2017,05:00:00,REGULAR,0000277933,0000087417                                         
A049,R088,02-03-01,CORTLANDT ST,RNW,BMT,05/28/2017,09:00:00,REGULAR,0000277952,0000087418                                         
A049,R088,02-03-01,CORTLANDT ST,RNW,BMT,05/28/2017,13:00:00,REGULAR,0000278059,0000087435                                         
A049,R088,02-03-01,CORTLANDT ST,RNW,BMT,05/28/2017,17:00:00,REGULAR,0000278350,0000087465                                         
A049,R088,02-03-01,CORTLANDT ST,RNW,BMT,05/28/2017,21:00:00,REGULAR,0000278596,0000087505                                         
A049,R088,02-03-01,CORTLANDT ST,RNW,BMT,05/29/2017,01:00:00,REGULAR,0000278674,0000087516                                         
A049,R088,02-03-01,CORTLANDT ST,RNW,BMT,05/29/2017,05:00:00,REGULAR,0000278675,0000087516                                         
A049,R088,02-03-01,CORTLANDT ST,RNW,BMT,05/29/2017,09:00:00,REGULAR,0000278686,0000087518                                         
A049,R088,02-03-01,CORTLANDT ST,RNW,BMT,05/29/2017,13:00:00,REGULAR,0000278817,0000087540                                         
